contract_ref,contract_name,exhibit,setting,covered_entity,code_type,procedure_code,description,methodology_code,rate_basis,base_year,percentage,rvu,conversion_factor,units_note,allowed_2025,allowed_2026
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,93580,"Medicine / Other procedure, code 93580 (specimen)",RBRVS,130% MPFS,2025,130,5.93,32.7442,,252.43,260.00
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,93640,"Medicine / Other procedure, code 93640 (specimen)",RBRVS,130% MPFS,2025,130,4.4,32.7442,,187.30,192.92
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,93700,"Medicine / Other procedure, code 93700 (specimen)",RBRVS,130% MPFS,2025,130,7.57,32.7442,,322.24,331.91
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,93760,"Medicine / Other procedure, code 93760 (specimen)",RBRVS,130% MPFS,2025,130,0.91,32.7442,,38.74,39.90
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,93820,"Medicine / Other procedure, code 93820 (specimen)",RBRVS,130% MPFS,2025,130,4.4,32.7442,,187.30,192.92
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,93880,"Medicine / Other procedure, code 93880 (specimen)",RBRVS,130% MPFS,2025,130,0.83,32.7442,,35.33,36.39
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,93940,"Medicine / Other procedure, code 93940 (specimen)",RBRVS,130% MPFS,2025,130,6.99,32.7442,,297.55,306.48
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,94000,"Medicine / Other procedure, code 94000 (specimen)",RBRVS,130% MPFS,2025,130,4.25,32.7442,,180.91,186.34
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,94060,"Medicine / Other procedure, code 94060 (specimen)",RBRVS,130% MPFS,2025,130,7.16,32.7442,,304.78,313.92
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,94120,"Medicine / Other procedure, code 94120 (specimen)",RBRVS,130% MPFS,2025,130,2.69,32.7442,,114.51,117.95
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,94180,"Medicine / Other procedure, code 94180 (specimen)",RBRVS,130% MPFS,2025,130,7.43,32.7442,,316.28,325.77
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,94240,"Medicine / Other procedure, code 94240 (specimen)",RBRVS,130% MPFS,2025,130,6.98,32.7442,,297.12,306.03
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,94300,"Medicine / Other procedure, code 94300 (specimen)",RBRVS,130% MPFS,2025,130,6.02,32.7442,,256.26,263.95
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,94360,"Medicine / Other procedure, code 94360 (specimen)",RBRVS,130% MPFS,2025,130,1.2,32.7442,,51.08,52.61
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,94420,"Medicine / Other procedure, code 94420 (specimen)",RBRVS,130% MPFS,2025,130,2.15,32.7442,,91.52,94.27
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,94480,"Medicine / Other procedure, code 94480 (specimen)",RBRVS,130% MPFS,2025,130,2.56,32.7442,,108.97,112.24
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,94540,"Medicine / Other procedure, code 94540 (specimen)",RBRVS,130% MPFS,2025,130,7.13,32.7442,,303.51,312.62
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,94600,"Medicine / Other procedure, code 94600 (specimen)",RBRVS,130% MPFS,2025,130,7.78,32.7442,,331.17,341.11
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,94660,"Medicine / Other procedure, code 94660 (specimen)",RBRVS,130% MPFS,2025,130,2.13,32.7442,,90.67,93.39
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,94720,"Medicine / Other procedure, code 94720 (specimen)",RBRVS,130% MPFS,2025,130,3.35,32.7442,,142.60,146.88
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,94780,"Medicine / Other procedure, code 94780 (specimen)",RBRVS,130% MPFS,2025,130,5.3,32.7442,,225.61,232.38
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,94840,"Medicine / Other procedure, code 94840 (specimen)",RBRVS,130% MPFS,2025,130,0.91,32.7442,,38.74,39.90
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,94900,"Medicine / Other procedure, code 94900 (specimen)",RBRVS,130% MPFS,2025,130,5.59,32.7442,,237.95,245.09
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,94960,"Medicine / Other procedure, code 94960 (specimen)",RBRVS,130% MPFS,2025,130,7.85,32.7442,,334.15,344.17
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,95020,"Medicine / Other procedure, code 95020 (specimen)",RBRVS,130% MPFS,2025,130,0.91,32.7442,,38.74,39.90
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,95080,"Medicine / Other procedure, code 95080 (specimen)",RBRVS,130% MPFS,2025,130,1.15,32.7442,,48.95,50.42
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,95140,"Medicine / Other procedure, code 95140 (specimen)",RBRVS,130% MPFS,2025,130,6.64,32.7442,,282.65,291.13
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,95200,"Medicine / Other procedure, code 95200 (specimen)",RBRVS,130% MPFS,2025,130,1.87,32.7442,,79.60,81.99
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,95260,"Medicine / Other procedure, code 95260 (specimen)",RBRVS,130% MPFS,2025,130,6.32,32.7442,,269.03,277.10
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,95320,"Medicine / Other procedure, code 95320 (specimen)",RBRVS,130% MPFS,2025,130,3.85,32.7442,,163.88,168.80
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,95380,"Medicine / Other procedure, code 95380 (specimen)",RBRVS,130% MPFS,2025,130,6.44,32.7442,,274.13,282.35
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,95440,"Medicine / Other procedure, code 95440 (specimen)",RBRVS,130% MPFS,2025,130,2.46,32.7442,,104.72,107.86
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,95500,"Medicine / Other procedure, code 95500 (specimen)",RBRVS,130% MPFS,2025,130,6.73,32.7442,,286.48,295.07
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,95560,"Medicine / Other procedure, code 95560 (specimen)",RBRVS,130% MPFS,2025,130,1.46,32.7442,,62.15,64.01
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,95620,"Medicine / Other procedure, code 95620 (specimen)",RBRVS,130% MPFS,2025,130,5.63,32.7442,,239.65,246.84
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,95680,"Medicine / Other procedure, code 95680 (specimen)",RBRVS,130% MPFS,2025,130,4.95,32.7442,,210.71,217.03
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,95740,"Medicine / Other procedure, code 95740 (specimen)",RBRVS,130% MPFS,2025,130,3.91,32.7442,,166.44,171.43
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,95800,"Medicine / Other procedure, code 95800 (specimen)",RBRVS,130% MPFS,2025,130,3.31,32.7442,,140.90,145.13
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,95860,"Medicine / Other procedure, code 95860 (specimen)",RBRVS,130% MPFS,2025,130,4.94,32.7442,,210.28,216.59
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,95920,"Medicine / Other procedure, code 95920 (specimen)",RBRVS,130% MPFS,2025,130,3.41,32.7442,,145.16,149.51
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,95980,"Medicine / Other procedure, code 95980 (specimen)",RBRVS,130% MPFS,2025,130,3.03,32.7442,,128.98,132.85
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,96040,"Medicine / Other procedure, code 96040 (specimen)",RBRVS,130% MPFS,2025,130,1.72,32.7442,,73.22,75.42
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,96100,"Medicine / Other procedure, code 96100 (specimen)",RBRVS,130% MPFS,2025,130,4.35,32.7442,,185.17,190.73
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,96160,"Medicine / Other procedure, code 96160 (specimen)",RBRVS,130% MPFS,2025,130,2.11,32.7442,,89.82,92.51
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,96220,"Medicine / Other procedure, code 96220 (specimen)",RBRVS,130% MPFS,2025,130,6.94,32.7442,,295.42,304.28
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,96280,"Medicine / Other procedure, code 96280 (specimen)",RBRVS,130% MPFS,2025,130,4.01,32.7442,,170.70,175.82
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,96340,"Medicine / Other procedure, code 96340 (specimen)",RBRVS,130% MPFS,2025,130,5.32,32.7442,,226.46,233.25
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,96400,"Medicine / Other procedure, code 96400 (specimen)",RBRVS,130% MPFS,2025,130,2.7,32.7442,,114.93,118.38
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,96460,"Medicine / Other procedure, code 96460 (specimen)",RBRVS,130% MPFS,2025,130,4.2,32.7442,,178.78,184.14
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,96520,"Medicine / Other procedure, code 96520 (specimen)",RBRVS,130% MPFS,2025,130,0.74,32.7442,,31.50,32.45
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,96580,"Medicine / Other procedure, code 96580 (specimen)",RBRVS,130% MPFS,2025,130,7.2,32.7442,,306.49,315.68
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,96640,"Medicine / Other procedure, code 96640 (specimen)",RBRVS,130% MPFS,2025,130,6.65,32.7442,,283.07,291.56
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,96700,"Medicine / Other procedure, code 96700 (specimen)",RBRVS,130% MPFS,2025,130,0.78,32.7442,,33.20,34.20
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,96760,"Medicine / Other procedure, code 96760 (specimen)",RBRVS,130% MPFS,2025,130,0.57,32.7442,,24.26,24.99
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,96820,"Medicine / Other procedure, code 96820 (specimen)",RBRVS,130% MPFS,2025,130,1.63,32.7442,,69.38,71.46
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,96880,"Medicine / Other procedure, code 96880 (specimen)",RBRVS,130% MPFS,2025,130,6.16,32.7442,,262.22,270.09
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,96940,"Medicine / Other procedure, code 96940 (specimen)",RBRVS,130% MPFS,2025,130,5.39,32.7442,,229.44,236.32
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,97000,"Medicine / Other procedure, code 97000 (specimen)",RBRVS,130% MPFS,2025,130,5.21,32.7442,,221.78,228.43
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,97060,"Medicine / Other procedure, code 97060 (specimen)",RBRVS,130% MPFS,2025,130,0.75,32.7442,,31.93,32.89
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,97120,"Medicine / Other procedure, code 97120 (specimen)",RBRVS,130% MPFS,2025,130,4.45,32.7442,,189.43,195.11
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,97180,"Medicine / Other procedure, code 97180 (specimen)",RBRVS,130% MPFS,2025,130,4.26,32.7442,,181.34,186.78
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,97240,"Medicine / Other procedure, code 97240 (specimen)",RBRVS,130% MPFS,2025,130,6.87,32.7442,,292.44,301.21
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,97300,"Medicine / Other procedure, code 97300 (specimen)",RBRVS,130% MPFS,2025,130,2.02,32.7442,,85.99,88.57
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,97360,"Medicine / Other procedure, code 97360 (specimen)",RBRVS,130% MPFS,2025,130,7.65,32.7442,,325.64,335.41
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,97420,"Medicine / Other procedure, code 97420 (specimen)",RBRVS,130% MPFS,2025,130,2.02,32.7442,,85.99,88.57
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,97480,"Medicine / Other procedure, code 97480 (specimen)",RBRVS,130% MPFS,2025,130,4.42,32.7442,,188.15,193.79
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,97540,"Medicine / Other procedure, code 97540 (specimen)",RBRVS,130% MPFS,2025,130,6.17,32.7442,,262.64,270.52
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,97600,"Medicine / Other procedure, code 97600 (specimen)",RBRVS,130% MPFS,2025,130,6.51,32.7442,,277.11,285.42
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,97660,"Medicine / Other procedure, code 97660 (specimen)",RBRVS,130% MPFS,2025,130,6.61,32.7442,,281.37,289.81
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,97720,"Medicine / Other procedure, code 97720 (specimen)",RBRVS,130% MPFS,2025,130,4.21,32.7442,,179.21,184.59
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,97780,"Medicine / Other procedure, code 97780 (specimen)",RBRVS,130% MPFS,2025,130,3.74,32.7442,,159.20,163.98
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,97840,"Medicine / Other procedure, code 97840 (specimen)",RBRVS,130% MPFS,2025,130,4.13,32.7442,,175.80,181.07
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,97900,"Medicine / Other procedure, code 97900 (specimen)",RBRVS,130% MPFS,2025,130,1.96,32.7442,,83.43,85.93
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,97960,"Medicine / Other procedure, code 97960 (specimen)",RBRVS,130% MPFS,2025,130,1.35,32.7442,,57.47,59.19
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,98020,"Medicine / Other procedure, code 98020 (specimen)",RBRVS,130% MPFS,2025,130,7.87,32.7442,,335.01,345.06
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,98080,"Medicine / Other procedure, code 98080 (specimen)",RBRVS,130% MPFS,2025,130,4.77,32.7442,,203.05,209.14
